source_number,x,y,probability_image_0,probability_image_1,probability_image_4,probability_image_5,probability_image_7,probability_image_9,probability_image_10,probability_image_11,probability_image_16,probability_image_18
934,595,482,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
935,1403,471,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
936,345,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,1074,495,0.515625,0.515625,0.546875,0.5625,0.578125,0.578125,0.578125,0.59375,0.578125,0.5625
938,1661,495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,335,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,396,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,1491,503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,404,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,888,499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,242,504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,407,502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,356,504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,155,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,1368,493,0.03125,0.03125,0.03125,0.03125,0.0625,0.0625,0.0625,0.09375,0.0625,0.09375
949,1141,501,0.03125,0.0,0.046875,0.0625,0.1875,0.1875,0.125,0.125,0.0,0.0
950,376,472,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
951,424,503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,398,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,1322,484,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
954,388,492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,330,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,417,499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,1937,498,0.359375,0.359375,0.328125,0.3125,0.28125,0.234375,0.21875,0.1875,0.109375,0.0625
958,736,490,0.0,0.0,0.125,0.140625,0.15625,0.125,0.140625,0.109375,0.03125,0.0
959,1311,566,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875
960,1595,478,0.640625,0.640625,0.640625,0.671875,0.65625,0.625,0.625,0.640625,0.640625,0.640625
961,1365,485,0.359375,0.359375,0.34375,0.34375,0.25,0.25,0.28125,0.28125,0.359375,0.3125
962,1695,510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,1015,467,0.703125,0.71875,0.71875,0.703125,0.671875,0.671875,0.6875,0.6875,0.6875,0.6875
964,1128,500,0.59375,0.59375,0.59375,0.609375,0.609375,0.609375,0.640625,0.640625,0.578125,0.609375
965,1637,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,259,502,0.3125,0.28125,0.265625,0.234375,0.171875,0.1875,0.21875,0.25,0.359375,0.265625
967,1387,494,0.625,0.625,0.546875,0.609375,0.625,0.625,0.625,0.625,0.59375,0.59375
968,350,471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,177,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125
970,1429,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,1514,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,499,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,411,492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,898,500,0.59375,0.625,0.65625,0.65625,0.65625,0.65625,0.640625,0.640625,0.59375,0.625
975,1802,503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,421,511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,1644,487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,1629,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,1628,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,1134,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,1158,507,0.4375,0.4375,0.4375,0.4375,0.453125,0.46875,0.484375,0.46875,0.5,0.484375
982,1741,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,509,514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,1191,490,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
985,502,499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,844,503,0.078125,0.078125,0.09375,0.09375,0.15625,0.15625,0.15625,0.15625,0.0625,0.0625
987,528,504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,519,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,1727,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,975,475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,912,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,1397,478,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625
993,886,511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125
994,308,498,0.875,0.875,0.859375,0.84375,0.828125,0.84375,0.84375,0.84375,0.828125,0.84375
995,393,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,516,515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,1220,498,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
998,322,506,0.1875,0.1875,0.171875,0.21875,0.1875,0.1875,0.21875,0.234375,0.140625,0.09375
999,412,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,539,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,984,506,0.75,0.71875,0.71875,0.71875,0.703125,0.6875,0.703125,0.703125,0.71875,0.703125
1002,1021,506,0.796875,0.828125,0.8125,0.8125,0.8125,0.828125,0.8125,0.8125,0.796875,0.796875
1003,1254,512,0.34375,0.34375,0.34375,0.34375,0.328125,0.3125,0.3125,0.3125,0.34375,0.34375
1004,376,493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,812,739,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.8125,0.796875,0.796875
1006,535,514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,652,859,0.953125,0.9375,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
1008,384,503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,193,510,0.4375,0.421875,0.390625,0.375,0.359375,0.390625,0.421875,0.4375,0.28125,0.28125
1010,525,517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,853,504,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
1012,1351,501,0.9375,0.9375,0.9375,0.9375,0.9375,0.953125,0.953125,0.953125,0.9375,0.9375
1013,549,515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,1381,507,0.1875,0.125,0.015625,0.0,0.0,0.0,0.0,0.0625,0.15625,0.15625
1015,495,519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,1734,513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,1410,515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,1274,509,0.96875,0.96875,0.953125,0.953125,0.9375,0.9375,0.9375,0.9375,0.921875,0.921875
1019,1325,512,0.65625,0.625,0.59375,0.609375,0.625,0.59375,0.625,0.640625,0.625,0.578125
1020,1747,514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,996,517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,1856,678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,1687,517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,520,492,0.0,0.0,0.09375,0.09375,0.03125,0.046875,0.078125,0.109375,0.0,0.0
1025,405,511,0.25,0.3125,0.265625,0.234375,0.203125,0.203125,0.21875,0.265625,0.25,0.28125
1026,1752,523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,606,512,0.984375,0.984375,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,0.984375
1028,1760,525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,1368,512,0.234375,0.140625,0.25,0.265625,0.265625,0.296875,0.296875,0.28125,0.234375,0.25
1030,964,515,0.4375,0.4375,0.390625,0.390625,0.390625,0.375,0.375,0.359375,0.390625,0.390625
1031,1674,510,0.890625,0.890625,0.890625,0.890625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625
1032,1621,502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,1095,514,0.359375,0.359375,0.359375,0.375,0.4375,0.453125,0.453125,0.421875,0.40625,0.390625
1034,1446,507,0.453125,0.46875,0.46875,0.421875,0.421875,0.46875,0.453125,0.421875,0.40625,0.421875
1035,839,516,0.578125,0.578125,0.5625,0.546875,0.53125,0.5,0.515625,0.515625,0.484375,0.46875
1036,1374,521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,452,523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,546,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,1006,510,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
1040,896,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,557,521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,1556,627,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
1043,428,524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,277,517,0.390625,0.375,0.390625,0.4375,0.421875,0.328125,0.3125,0.296875,0.359375,0.3125
1045,175,525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,1607,506,0.859375,0.875,0.859375,0.859375,0.859375,0.84375,0.84375,0.84375,0.84375,0.84375
1047,521,535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,141,509,0.453125,0.453125,0.453125,0.390625,0.359375,0.359375,0.375,0.390625,0.28125,0.28125
1049,212,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,260,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,1288,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,1756,532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,253,519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,542,522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,1472,513,0.828125,0.828125,0.828125,0.828125,0.84375,0.84375,0.828125,0.828125,0.828125,0.828125
1056,1709,518,0.078125,0.09375,0.140625,0.125,0.09375,0.1875,0.203125,0.1875,0.0,0.0
1057,1559,529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,1877,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,1554,512,0.703125,0.6875,0.640625,0.640625,0.65625,0.65625,0.671875,0.671875,0.671875,0.625
1060,1450,530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,1629,514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1062,1227,576,0.671875,0.6875,0.671875,0.671875,0.671875,0.671875,0.671875,0.6875,0.65625,0.65625
1063,1663,526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,184,530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,1667,535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,1742,525,0.375,0.390625,0.40625,0.421875,0.46875,0.40625,0.390625,0.390625,0.421875,0.40625
1067,1462,526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,857,531,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.9375
1069,691,520,0.46875,0.421875,0.40625,0.421875,0.453125,0.40625,0.390625,0.359375,0.40625,0.375
1070,1387,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,1140,516,0.9375,0.9375,0.953125,0.9375,0.9375,0.953125,0.9375,0.9375,0.9375,0.9375
1072,1487,631,0.78125,0.765625,0.765625,0.75,0.734375,0.75,0.765625,0.78125,0.765625,0.765625
1073,1188,529,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
1074,1425,605,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875
1075,1576,525,0.0,0.0,0.015625,0.046875,0.09375,0.0,0.0,0.0,0.015625,0.03125
1076,575,622,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
1077,310,557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625
1078,1420,524,0.890625,0.875,0.875,0.875,0.90625,0.875,0.890625,0.890625,0.875,0.890625
1079,1033,637,0.390625,0.390625,0.390625,0.390625,0.390625,0.390625,0.390625,0.390625,0.390625,0.390625
1080,1432,525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,1726,524,0.71875,0.703125,0.703125,0.703125,0.703125,0.71875,0.703125,0.703125,0.6875,0.6875
1082,459,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,1041,594,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375
1084,899,536,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125
1085,193,526,0.765625,0.765625,0.71875,0.71875,0.734375,0.734375,0.734375,0.71875,0.703125,0.71875
1086,1261,562,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875
1087,1213,560,0.546875,0.5625,0.53125,0.484375,0.5,0.46875,0.46875,0.46875,0.46875,0.46875
1088,912,536,0.984375,0.984375,1.0,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
1089,971,525,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
1090,1279,528,0.953125,0.953125,0.96875,0.96875,0.96875,0.96875,0.953125,0.953125,0.953125,0.953125
1091,960,525,0.359375,0.359375,0.3125,0.3125,0.296875,0.3125,0.328125,0.328125,0.34375,0.3125
1092,955,528,0.671875,0.671875,0.671875,0.671875,0.671875,0.671875,0.671875,0.671875,0.625,0.625
1093,1488,539,0.765625,0.78125,0.78125,0.78125,0.78125,0.78125,0.796875,0.796875,0.78125,0.765625
1094,270,527,0.9375,0.9375,0.9375,0.953125,0.953125,0.953125,0.953125,0.953125,0.9375,0.9375
1095,1263,583,0.609375,0.609375,0.609375,0.59375,0.5625,0.59375,0.609375,0.609375,0.609375,0.59375
1096,1311,537,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375
1097,193,542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,483,538,0.078125,0.078125,0.09375,0.0625,0.0,0.0,0.03125,0.046875,0.0,0.0
1099,1680,536,0.1875,0.1875,0.140625,0.15625,0.21875,0.15625,0.171875,0.1875,0.1875,0.203125
1100,1257,529,0.640625,0.640625,0.609375,0.609375,0.5625,0.53125,0.53125,0.546875,0.546875,0.5625
1101,1493,533,0.890625,0.90625,0.890625,0.90625,0.90625,0.90625,0.90625,0.90625,0.890625,0.890625
1102,926,537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,1173,535,0.859375,0.859375,0.859375,0.859375,0.875,0.875,0.859375,0.859375,0.859375,0.859375
1104,353,528,0.828125,0.8125,0.8125,0.828125,0.828125,0.828125,0.828125,0.8125,0.796875,0.796875
1105,688,530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,844,544,0.09375,0.0625,0.015625,0.015625,0.0,0.0,0.0,0.0,0.0,0.078125
1107,1584,538,0.59375,0.59375,0.53125,0.5,0.546875,0.515625,0.484375,0.5,0.5,0.5
1108,1358,531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,1187,588,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.796875,0.8125
1110,705,537,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
1111,1483,529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,1646,535,0.484375,0.5,0.5,0.515625,0.453125,0.40625,0.40625,0.40625,0.46875,0.421875
1113,484,585,0.953125,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
1114,1215,538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,1598,531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,1464,542,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
1117,1544,557,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
1118,1606,538,0.75,0.765625,0.734375,0.75,0.734375,0.75,0.765625,0.734375,0.734375,0.734375
1119,903,572,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
1120,1763,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,723,534,0.3125,0.328125,0.359375,0.359375,0.296875,0.21875,0.203125,0.203125,0.28125,0.25
1122,202,546,0.125,0.140625,0.125,0.125,0.0625,0.03125,0.03125,0.03125,0.0,0.0
1123,949,540,0.640625,0.640625,0.640625,0.625,0.640625,0.65625,0.671875,0.6875,0.6875,0.6875
1124,1756,544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,1743,543,0.125,0.21875,0.265625,0.265625,0.21875,0.109375,0.109375,0.09375,0.140625,0.21875
1126,181,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,1207,537,0.09375,0.109375,0.171875,0.1875,0.15625,0.171875,0.125,0.125,0.015625,0.03125
1128,238,537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,1570,536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,1204,552,0.703125,0.703125,0.703125,0.671875,0.703125,0.703125,0.703125,0.703125,0.703125,0.703125
1131,1638,542,0.578125,0.578125,0.53125,0.5625,0.59375,0.609375,0.609375,0.625,0.578125,0.578125
1132,1564,537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,1770,562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,1449,548,0.390625,0.390625,0.40625,0.390625,0.375,0.3125,0.3125,0.328125,0.34375,0.328125
1135,1161,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,431,545,0.953125,0.953125,0.953125,0.953125,0.9375,0.953125,0.953125,0.953125,0.9375,0.9375
1137,1481,546,0.578125,0.59375,0.625,0.59375,0.59375,0.59375,0.59375,0.578125,0.578125,0.578125
1138,1250,536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,401,542,0.671875,0.625,0.625,0.625,0.625,0.59375,0.578125,0.578125,0.578125,0.578125
1140,214,537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,192,578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,519,557,0.140625,0.140625,0.078125,0.078125,0.03125,0.0,0.0625,0.109375,0.0625,0.125
1143,1520,554,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
1144,224,546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,1328,539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,1395,536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,1515,567,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
1148,193,560,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1149,279,556,0.828125,0.828125,0.828125,0.84375,0.859375,0.859375,0.859375,0.828125,0.828125,0.8125
1150,1160,552,0.703125,0.703125,0.703125,0.703125,0.703125,0.703125,0.703125,0.703125,0.703125,0.703125
1151,1403,537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,755,551,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
1153,206,539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,1722,541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,186,547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,1376,542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,1648,690,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.953125,0.953125,0.9375,0.9375
1158,338,577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,1647,546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,333,565,0.671875,0.625,0.59375,0.578125,0.5625,0.578125,0.59375,0.59375,0.546875,0.515625
1161,1684,558,0.0625,0.125,0.203125,0.203125,0.1875,0.109375,0.09375,0.125,0.0625,0.03125
1162,1747,551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,1772,539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,1061,607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1165,175,550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,1826,553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,942,554,0.40625,0.375,0.359375,0.359375,0.375,0.359375,0.359375,0.359375,0.4375,0.46875
1168,1346,551,0.21875,0.265625,0.359375,0.375,0.390625,0.375,0.34375,0.3125,0.15625,0.21875
1169,1756,565,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
1170,1377,550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,219,544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,1690,545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,1801,542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,454,570,0.21875,0.21875,0.171875,0.15625,0.1875,0.21875,0.21875,0.25,0.109375,0.109375
1175,1536,561,0.171875,0.171875,0.1875,0.15625,0.15625,0.15625,0.15625,0.15625,0.140625,0.15625
1176,510,551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,1765,551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,347,573,0.296875,0.296875,0.3125,0.296875,0.296875,0.34375,0.34375,0.34375,0.328125,0.3125
1179,432,572,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.90625
1180,1375,557,0.171875,0.140625,0.171875,0.171875,0.1875,0.171875,0.171875,0.15625,0.109375,0.140625
1181,922,549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,245,557,0.234375,0.234375,0.234375,0.25,0.28125,0.3125,0.3125,0.265625,0.3125,0.21875
1183,979,568,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
1184,1729,555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,1619,552,0.109375,0.109375,0.09375,0.09375,0.109375,0.140625,0.1875,0.15625,0.140625,0.140625
1186,1491,553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,1736,550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,167,558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,1891,553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,205,553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,212,551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,1756,551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,54,562,0.890625,0.890625,0.859375,0.84375,0.859375,0.84375,0.84375,0.8125,0.796875,0.765625
1194,1562,560,0.21875,0.21875,0.09375,0.09375,0.078125,0.125,0.125,0.125,0.125,0.03125
1195,218,560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,1552,563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,287,558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,489,603,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
1199,1742,558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,150,554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,1589,610,0.453125,0.453125,0.453125,0.453125,0.453125,0.453125,0.453125,0.453125,0.453125,0.453125
1202,888,565,0.6875,0.6875,0.6875,0.65625,0.65625,0.6875,0.6875,0.6875,0.671875,0.6875
