source_number,x,y,probability_image_0,probability_image_1,probability_image_4,probability_image_5,probability_image_7,probability_image_9,probability_image_10,probability_image_11,probability_image_16,probability_image_18
249,979,568,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
250,904,570,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
251,1515,567,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
252,1141,567,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
253,54,562,0.890625,0.890625,0.859375,0.84375,0.859375,0.84375,0.84375,0.8125,0.796875,0.765625
254,1869,566,0.921875,0.921875,0.90625,0.90625,0.921875,0.890625,0.875,0.859375,0.875,0.875
255,888,566,0.65625,0.65625,0.65625,0.65625,0.65625,0.65625,0.65625,0.65625,0.640625,0.65625
256,1081,566,0.8125,0.8125,0.8125,0.8125,0.8125,0.828125,0.828125,0.828125,0.828125,0.828125
257,1496,571,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
258,432,572,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.90625
259,902,577,0.78125,0.78125,0.78125,0.78125,0.78125,0.78125,0.78125,0.78125,0.78125,0.78125
260,1228,578,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
261,510,577,0.765625,0.734375,0.78125,0.796875,0.78125,0.75,0.75,0.75,0.78125,0.765625
262,357,578,0.875,0.890625,0.890625,0.890625,0.890625,0.875,0.875,0.875,0.875,0.890625
263,892,584,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
264,484,586,0.921875,0.921875,0.9375,0.921875,0.921875,0.921875,0.9375,0.9375,0.9375,0.921875
265,1157,583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984375
266,601,587,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
267,1531,582,0.828125,0.84375,0.84375,0.84375,0.8125,0.828125,0.828125,0.828125,0.78125,0.78125
268,1049,585,0.453125,0.4375,0.4375,0.4375,0.484375,0.484375,0.5,0.515625,0.484375,0.453125
269,1260,585,0.90625,0.90625,0.890625,0.90625,0.890625,0.875,0.875,0.875,0.890625,0.90625
270,1188,589,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
271,903,589,0.5,0.5,0.5,0.5,0.5,0.515625,0.515625,0.515625,0.515625,0.515625
272,384,589,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.921875,0.921875,0.9375,0.953125
273,1432,586,0.875,0.875,0.859375,0.84375,0.84375,0.875,0.875,0.890625,0.875,0.875
274,933,586,0.625,0.625,0.640625,0.640625,0.625,0.640625,0.640625,0.609375,0.640625,0.625
275,987,587,0.625,0.640625,0.65625,0.671875,0.640625,0.609375,0.609375,0.609375,0.625,0.65625
276,1040,589,0.40625,0.40625,0.40625,0.40625,0.421875,0.40625,0.40625,0.40625,0.390625,0.40625
277,1041,595,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
278,798,596,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.890625,0.90625
279,926,597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
280,1171,594,0.8125,0.8125,0.8125,0.796875,0.796875,0.828125,0.828125,0.75,0.828125,0.8125
281,1241,606,0.90625,0.90625,0.90625,0.859375,0.859375,0.859375,0.875,0.875,0.875,0.890625
282,1428,600,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875
283,489,604,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
284,304,605,0.9375,0.9375,0.9375,0.9375,0.9375,0.921875,0.921875,0.921875,0.921875,0.921875
285,821,599,0.625,0.640625,0.609375,0.625,0.640625,0.625,0.609375,0.59375,0.609375,0.59375
286,1878,603,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.953125,0.953125,0.96875,0.96875
287,1592,608,0.953125,0.96875,0.96875,0.953125,0.953125,0.953125,0.953125,0.953125,0.96875,0.9375
288,557,609,0.828125,0.828125,0.8125,0.796875,0.828125,0.84375,0.84375,0.859375,0.8125,0.8125
289,1061,607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
290,816,610,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875
291,922,606,0.171875,0.1875,0.203125,0.15625,0.125,0.125,0.125,0.125,0.171875,0.140625
292,757,603,0.625,0.640625,0.640625,0.625,0.625,0.625,0.640625,0.640625,0.640625,0.640625
293,1183,614,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
294,600,612,0.84375,0.84375,0.84375,0.828125,0.828125,0.828125,0.828125,0.828125,0.828125,0.828125
295,1883,611,0.625,0.59375,0.578125,0.578125,0.59375,0.59375,0.59375,0.578125,0.59375,0.5625
296,575,622,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
297,102,612,0.90625,0.890625,0.875,0.859375,0.859375,0.828125,0.828125,0.828125,0.8125,0.78125
298,1421,617,0.75,0.75,0.734375,0.734375,0.734375,0.75,0.734375,0.734375,0.71875,0.71875
299,1309,621,0.953125,0.953125,0.96875,0.96875,0.96875,0.953125,0.953125,0.953125,0.96875,0.96875
300,593,621,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875
301,153,619,0.796875,0.796875,0.78125,0.78125,0.796875,0.8125,0.8125,0.8125,0.828125,0.828125
302,1558,627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
303,241,622,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
304,1669,620,0.765625,0.78125,0.78125,0.78125,0.765625,0.78125,0.78125,0.765625,0.765625,0.765625
305,919,621,0.8125,0.828125,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.8125,0.8125
306,832,620,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875,0.796875
307,772,622,0.546875,0.546875,0.546875,0.5625,0.578125,0.53125,0.53125,0.53125,0.5625,0.578125
308,722,624,0.640625,0.625,0.65625,0.65625,0.59375,0.578125,0.59375,0.59375,0.609375,0.609375
309,1352,627,0.90625,0.890625,0.875,0.890625,0.859375,0.84375,0.84375,0.859375,0.90625,0.90625
310,1084,625,0.640625,0.65625,0.640625,0.671875,0.6875,0.640625,0.640625,0.625,0.671875,0.640625
311,1681,628,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
312,465,634,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
313,1486,632,0.8125,0.796875,0.78125,0.765625,0.75,0.765625,0.78125,0.796875,0.78125,0.78125
314,767,632,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
315,1472,635,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.96875,0.953125,0.9375
316,1681,634,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625
317,1036,634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
318,1622,632,0.828125,0.828125,0.84375,0.84375,0.8125,0.8125,0.8125,0.8125,0.84375,0.828125
319,1018,636,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
320,832,636,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
321,1791,639,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375
322,917,639,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
323,1113,637,0.9375,0.9375,0.921875,0.921875,0.921875,0.9375,0.9375,0.9375,0.921875,0.921875
324,287,640,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.953125
325,1796,638,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375
326,506,638,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.9375,0.9375
327,1242,637,0.90625,0.90625,0.890625,0.890625,0.890625,0.890625,0.90625,0.890625,0.859375,0.875
328,780,641,0.8125,0.8125,0.796875,0.78125,0.78125,0.78125,0.796875,0.8125,0.8125,0.78125
329,823,644,0.890625,0.890625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.921875,0.90625
330,717,646,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
331,650,647,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
332,1724,652,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
333,1207,645,0.859375,0.859375,0.859375,0.859375,0.875,0.875,0.875,0.875,0.859375,0.859375
334,1134,645,0.953125,0.953125,0.953125,0.953125,0.953125,0.96875,0.96875,0.96875,0.953125,0.953125
335,1370,648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,1923,644,0.828125,0.828125,0.828125,0.828125,0.828125,0.828125,0.828125,0.828125,0.828125,0.828125
337,933,651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
338,961,649,0.875,0.875,0.875,0.875,0.875,0.890625,0.890625,0.890625,0.859375,0.84375
339,910,647,0.421875,0.40625,0.390625,0.390625,0.390625,0.40625,0.40625,0.40625,0.390625,0.375
340,1104,651,0.875,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625
341,734,649,0.640625,0.65625,0.640625,0.609375,0.609375,0.625,0.625,0.609375,0.640625,0.640625
342,1081,654,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
343,858,652,0.984375,0.984375,0.96875,0.96875,0.96875,0.984375,0.984375,0.984375,0.96875,0.96875
344,1033,655,0.9375,0.9375,0.953125,0.953125,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
345,721,651,0.390625,0.390625,0.390625,0.390625,0.40625,0.421875,0.421875,0.40625,0.375,0.390625
346,1653,654,0.90625,0.90625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.90625,0.890625
347,540,654,0.8125,0.8125,0.765625,0.765625,0.78125,0.765625,0.765625,0.765625,0.78125,0.78125
348,1413,651,0.6875,0.6875,0.671875,0.65625,0.65625,0.65625,0.671875,0.671875,0.640625,0.625
349,1511,658,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
350,1090,659,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
351,1126,657,0.84375,0.859375,0.84375,0.84375,0.875,0.84375,0.828125,0.828125,0.84375,0.84375
352,1806,658,0.953125,0.953125,0.953125,0.953125,0.9375,0.9375,0.9375,0.9375,0.9375,0.953125
353,1303,660,0.96875,0.984375,0.984375,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
354,1688,661,0.921875,0.921875,0.90625,0.90625,0.90625,0.921875,0.921875,0.921875,0.90625,0.90625
355,1540,702,0.90625,0.90625,0.90625,0.90625,0.9375,0.9375,0.921875,0.90625,0.90625,0.90625
356,1507,665,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
357,359,666,0.953125,0.953125,0.953125,0.953125,0.953125,0.9375,0.9375,0.9375,0.9375,0.9375
358,784,669,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.9375,0.9375
359,1000,665,0.71875,0.71875,0.703125,0.6875,0.703125,0.65625,0.65625,0.65625,0.703125,0.71875
360,520,666,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375
361,659,671,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
362,943,669,0.90625,0.90625,0.890625,0.890625,0.890625,0.875,0.890625,0.890625,0.90625,0.890625
363,275,667,0.828125,0.828125,0.828125,0.828125,0.828125,0.828125,0.8125,0.796875,0.8125,0.796875
364,616,667,0.796875,0.8125,0.8125,0.796875,0.78125,0.78125,0.78125,0.796875,0.796875,0.8125
365,1044,673,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
366,542,671,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.828125,0.828125,0.8125,0.8125
367,726,668,0.546875,0.546875,0.5625,0.5625,0.5625,0.53125,0.578125,0.5625,0.5625,0.5625
368,1029,675,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.96875,0.953125
369,1246,673,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
370,1314,670,0.734375,0.734375,0.703125,0.71875,0.71875,0.71875,0.703125,0.703125,0.703125,0.703125
371,1496,674,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625
372,267,671,0.859375,0.859375,0.828125,0.84375,0.8125,0.8125,0.8125,0.8125,0.828125,0.8125
373,736,677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
374,598,675,0.859375,0.859375,0.84375,0.859375,0.84375,0.875,0.875,0.875,0.875,0.875
375,1336,675,0.796875,0.796875,0.828125,0.828125,0.828125,0.828125,0.828125,0.828125,0.828125,0.828125
376,1475,679,0.796875,0.796875,0.8125,0.8125,0.828125,0.828125,0.828125,0.8125,0.828125,0.84375
377,1190,685,0.90625,0.90625,0.90625,0.90625,0.890625,0.890625,0.890625,0.890625,0.90625,0.90625
378,492,680,0.75,0.75,0.75,0.75,0.734375,0.765625,0.734375,0.734375,0.75,0.75
379,250,692,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.90625,0.90625
380,1945,682,0.828125,0.828125,0.828125,0.828125,0.8125,0.8125,0.796875,0.765625,0.765625,0.75
381,305,685,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875
382,784,689,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
383,689,689,0.796875,0.796875,0.796875,0.796875,0.8125,0.8125,0.8125,0.8125,0.796875,0.796875
384,1665,686,0.8125,0.8125,0.796875,0.796875,0.828125,0.828125,0.828125,0.828125,0.8125,0.8125
385,556,683,0.140625,0.140625,0.15625,0.15625,0.15625,0.15625,0.15625,0.15625,0.140625,0.140625
386,1648,689,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.84375,0.84375,0.828125,0.828125
387,1157,684,0.734375,0.75,0.734375,0.75,0.734375,0.71875,0.71875,0.734375,0.734375,0.734375
388,1149,684,0.8125,0.8125,0.78125,0.78125,0.78125,0.796875,0.796875,0.796875,0.765625,0.78125
389,636,690,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
390,1069,688,0.828125,0.828125,0.8125,0.8125,0.8125,0.828125,0.828125,0.8125,0.796875,0.8125
391,1676,687,0.796875,0.765625,0.78125,0.765625,0.796875,0.8125,0.78125,0.75,0.734375,0.75
392,557,693,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
393,935,692,0.6875,0.703125,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875
394,1045,695,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
395,1647,693,0.84375,0.84375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375
396,246,699,0.9375,0.9375,0.9375,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
397,629,696,0.65625,0.65625,0.671875,0.671875,0.671875,0.671875,0.671875,0.671875,0.671875,0.671875
398,1626,693,0.78125,0.78125,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
399,995,697,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875
400,489,694,0.828125,0.828125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125
401,218,701,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
402,1295,698,1.0,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.96875,0.984375
403,1596,700,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
404,1710,699,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
405,71,702,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
406,1146,698,0.703125,0.75,0.75,0.75,0.765625,0.75,0.75,0.75,0.71875,0.71875
407,412,697,0.578125,0.5625,0.59375,0.578125,0.546875,0.53125,0.53125,0.546875,0.546875,0.53125
408,370,698,0.78125,0.796875,0.796875,0.796875,0.796875,0.78125,0.78125,0.78125,0.796875,0.8125
409,940,703,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375
410,969,701,0.8125,0.8125,0.8125,0.8125,0.828125,0.8125,0.8125,0.8125,0.8125,0.828125
411,211,701,0.90625,0.90625,0.90625,0.90625,0.9375,0.921875,0.90625,0.90625,0.890625,0.890625
412,934,704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
413,1581,700,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
414,899,703,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
415,1040,700,0.375,0.375,0.359375,0.34375,0.34375,0.34375,0.34375,0.34375,0.359375,0.359375
416,1002,707,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
417,665,706,0.90625,0.921875,0.921875,0.90625,0.90625,0.921875,0.921875,0.921875,0.921875,0.921875
418,1328,708,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
419,772,705,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.796875,0.796875,0.8125,0.8125
420,1113,709,0.984375,0.96875,0.96875,0.96875,0.984375,0.984375,0.984375,0.984375,0.96875,0.96875
421,574,710,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
422,1202,705,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625
423,598,705,0.890625,0.890625,0.90625,0.890625,0.921875,0.90625,0.921875,0.921875,0.890625,0.890625
424,1012,708,0.265625,0.25,0.25,0.25,0.25,0.265625,0.28125,0.28125,0.28125,0.28125
425,510,708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
426,409,708,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
427,461,711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
428,1312,709,0.84375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.84375,0.84375,0.84375
429,893,709,0.9375,0.9375,0.9375,0.9375,0.921875,0.921875,0.921875,0.921875,0.9375,0.9375
430,783,709,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.796875,0.796875
431,913,710,0.859375,0.859375,0.859375,0.859375,0.875,0.875,0.890625,0.890625,0.875,0.875
432,1178,707,0.8125,0.8125,0.828125,0.8125,0.8125,0.78125,0.765625,0.75,0.765625,0.75
433,1490,710,0.875,0.875,0.890625,0.890625,0.890625,0.890625,0.875,0.875,0.84375,0.859375
434,1023,709,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
435,874,710,0.765625,0.765625,0.765625,0.78125,0.765625,0.734375,0.734375,0.734375,0.71875,0.71875
436,802,710,0.875,0.875,0.859375,0.859375,0.84375,0.84375,0.84375,0.84375,0.84375,0.875
437,738,713,0.859375,0.875,0.859375,0.875,0.84375,0.84375,0.859375,0.859375,0.875,0.875
438,948,716,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
439,711,715,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.96875,0.96875,0.984375,0.984375
440,1769,714,0.875,0.875,0.84375,0.84375,0.828125,0.84375,0.84375,0.84375,0.84375,0.84375
441,1119,719,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
442,997,716,0.078125,0.046875,0.015625,0.03125,0.09375,0.09375,0.09375,0.09375,0.0625,0.078125
443,1344,722,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
444,1052,721,0.875,0.890625,0.90625,0.90625,0.890625,0.875,0.875,0.875,0.890625,0.890625
445,1557,728,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
446,1218,726,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
447,862,724,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.96875,0.96875
448,1378,721,0.890625,0.890625,0.890625,0.890625,0.890625,0.90625,0.90625,0.90625,0.890625,0.890625
449,1584,725,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375,0.84375
450,642,727,0.953125,0.953125,0.953125,0.953125,0.9375,0.9375,0.953125,0.953125,0.96875,0.96875
451,1042,730,0.984375,0.984375,0.984375,0.984375,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
452,879,731,1.0,1.0,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
453,1785,728,0.90625,0.90625,0.890625,0.90625,0.890625,0.875,0.890625,0.890625,0.90625,0.890625
454,1819,732,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
455,1611,730,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
456,1072,728,0.6875,0.671875,0.6875,0.6875,0.703125,0.6875,0.6875,0.6875,0.6875,0.6875
457,783,727,0.734375,0.734375,0.75,0.75,0.734375,0.734375,0.71875,0.703125,0.765625,0.765625
458,1301,731,0.953125,0.953125,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
459,1099,729,0.546875,0.578125,0.609375,0.609375,0.609375,0.609375,0.609375,0.609375,0.609375,0.59375
460,1560,732,0.59375,0.59375,0.59375,0.59375,0.59375,0.59375,0.59375,0.59375,0.59375,0.59375
461,973,729,0.734375,0.734375,0.734375,0.734375,0.75,0.75,0.75,0.75,0.75,0.75
462,904,733,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
463,699,734,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
464,127,734,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.921875,0.921875
465,1550,735,0.265625,0.265625,0.265625,0.265625,0.265625,0.28125,0.28125,0.28125,0.265625,0.265625
466,775,735,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
467,1005,740,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
468,1477,738,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625
469,1337,739,0.96875,0.96875,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.96875,0.96875
470,1796,740,0.859375,0.890625,0.875,0.875,0.875,0.84375,0.84375,0.859375,0.859375,0.859375
471,814,740,0.921875,0.921875,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.921875,0.921875
472,1469,744,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
473,1190,741,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
474,1715,740,0.890625,0.921875,0.890625,0.890625,0.890625,0.890625,0.859375,0.859375,0.890625,0.890625
475,102,740,0.859375,0.859375,0.859375,0.828125,0.796875,0.8125,0.8125,0.8125,0.8125,0.796875
476,1087,744,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625
477,747,742,0.890625,0.890625,0.890625,0.890625,0.90625,0.90625,0.90625,0.90625,0.875,0.890625
478,1069,745,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625,0.765625
479,1290,747,0.734375,0.734375,0.734375,0.71875,0.71875,0.734375,0.734375,0.71875,0.71875,0.71875
480,939,747,0.859375,0.859375,0.84375,0.859375,0.84375,0.8125,0.828125,0.84375,0.875,0.875
481,968,751,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
482,435,751,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
483,1259,752,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
484,359,753,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
485,584,751,0.703125,0.703125,0.6875,0.703125,0.703125,0.6875,0.6875,0.6875,0.703125,0.6875
486,1144,756,0.859375,0.859375,0.875,0.875,0.859375,0.84375,0.84375,0.84375,0.828125,0.828125
487,245,756,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
488,1636,754,0.71875,0.71875,0.765625,0.78125,0.734375,0.71875,0.71875,0.734375,0.734375,0.6875
489,1620,757,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
490,48,752,0.796875,0.796875,0.8125,0.796875,0.75,0.734375,0.734375,0.734375,0.71875,0.703125
491,555,761,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
492,1367,758,0.84375,0.84375,0.875,0.859375,0.84375,0.84375,0.84375,0.84375,0.84375,0.859375
493,1294,758,0.96875,0.96875,0.96875,0.96875,0.953125,0.953125,0.96875,0.953125,0.96875,0.96875
494,1786,761,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
495,1410,762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
496,221,759,0.953125,0.9375,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
497,713,764,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
498,1565,756,0.609375,0.625,0.640625,0.640625,0.640625,0.625,0.609375,0.65625,0.65625,0.671875
499,515,762,0.875,0.875,0.859375,0.859375,0.859375,0.859375,0.875,0.890625,0.859375,0.859375
500,810,769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
